,name,pincode,cuisine,dietaryRestrictions,dishes,features,latitude,longitude,mealType,numberOfReviews,rankingDenominator,rankingPosition,rating,rawRanking,cuisine_category
1931,Sunny Holiday Village,,        ,   ,                       ,                            ,12.85898,77.56951,     ,1,5993.0,3798.0,5.0,3.016025543,Generic
1932,Hotel Elite Restaurant,,Chinese        ,   ,                       ,                            ,13.05111,77.50766,     ,1,5993.0,4327.0,4.0,3.011297464,Chinese
1933,Blackbuck Cafe,560083,Pizza        ,   ,                       ,                            ,12.80133,77.57899,     ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Pizza
1934,Moto Store & Cafe,560063,Fast Food        ,   ,                       ,                            ,13.01723,77.70448,     ,4,5993.0,1748.0,5.0,3.055905819,Fast Food
1935,Bangalore Agarwal Bhavan,,Chinese        ,   ,                       ,                            ,12.91427,77.63533,     ,9,5993.0,2442.0,3.5,3.036000967,Chinese
1936,Krishna Sagar,,        ,   ,                       ,                            ,12.84498,77.66555,     ,4,5993.0,2172.0,4.5,3.04261446,Generic
1937,Kabab Magic Restaurant,560034,        ,   ,Juice & Smoothies                       ,                            ,12.9715,77.65396,Lunch Dinner    ,9,5993.0,1947.0,4.0,3.048918009,Generic
1938,Roma's Punjabi Dhaba,560038,Indian        ,   ,                       ,                            ,12.978,77.63958,     ,1,5993.0,3604.0,5.0,3.018273354,Indian
1939,Cafe Coffee Day,,Cafe        ,   ,                       ,                            ,12.96103,77.59719,     ,3,5993.0,1864.0,4.5,3.052217007,Cafe
1940,Parika Seafood,562157,        ,   ,                       ,Reservations                            ,12.96498,77.64932,Lunch Dinner    ,10,5993.0,1424.0,4.0,3.071557522,Generic
1941,V-One Fast Food,560058,        ,   ,                       ,                            ,13.01404,77.49069,     ,2,5993.0,2365.0,4.5,3.037615061,Generic
1942,Dalma,,        ,   ,                       ,                            ,12.93312,77.62968,     ,8,5993.0,1569.0,4.0,3.063893795,Generic
1943,Courtyard,560049,Chinese        ,   ,                       ,                            ,13.01949,77.70823,     ,3,5993.0,2578.0,4.5,3.032845259,Chinese
1944,Snack That,560102,        ,   ,                       ,                            ,12.91098,77.58883,     ,3,5993.0,2932.0,4.5,3.025948286,Generic
1945,Hotel Kadamba Restaurant,560008,        ,   ,                       ,                            ,12.97309,77.63584,     ,4,5993.0,2125.0,4.5,3.043866634,Generic
1946,49 Parantha Gali,560102,Indian Asian       ,Vegetarian Friendly   ,                       ,Takeout Seating Table Service                          ,12.90717,77.63802,Lunch Dinner    ,17,5993.0,1877.0,3.5,3.051613569,Indian
1947,Hopshaus Brewery & Kitchen,560066,Mexican Indian Brew Pub Pizza Asian Pub   ,   ,                       ,Delivery Takeout Reservations Outdoor Seating Private Dining Seating Valet Parking Highchairs Available Serves Alcohol Accepts Visa Digital Payments Accepts Credit Cards                 ,12.967181,77.74967,Lunch Dinner Brunch Drinks  ,1,5993.0,3223.0,4.0,3.022658825,Indian
1948,Gowri Gajanand Sweets,560037,        ,   ,                       ,                            ,12.95034,77.71305,     ,9,5993.0,1579.0,4.0,3.063355684,Generic
1949,US Pizza,560066,        ,   ,                       ,                            ,12.95584,77.7155,     ,7,5993.0,1405.0,4.5,3.072963953,Generic
1950,Chungs Chinese Corner,560030,Chinese        ,   ,                       ,                            ,12.97913,77.64384,Lunch Dinner    ,2,5993.0,3323.0,4.0,3.021406412,Chinese
1951,Baskin-Robbins,560064,        ,   ,Ice Cream                       ,                            ,13.0989,77.59761,     ,8,6520.0,1612.0,4.5,3.07174468,Generic
1952,Beijing Bites,560001,Chinese Thai       ,   ,                       ,                            ,13.00457,77.58664,     ,2,5993.0,3200.0,4.5,3.02298069,Chinese
1953,"1441 Pizzeria J.P, Nagar",560078,Italian Pizza Fast Food      ,   ,                       ,Delivery Takeout Seating Digital Payments Free Wifi Accepts Credit Cards                       ,12.915597,77.58598,Lunch Dinner Brunch   ,1,5993.0,5284.0,3.0,3.0,Italian
1954,Goli Vada Pav No. 1,560011,Fast Food        ,   ,                       ,                            ,12.93954,77.58354,     ,3,5993.0,1866.0,4.5,3.052112818,Fast Food
1955,Karigiri Refreshments,560010,        ,   ,                       ,                            ,12.98454,77.55143,     ,2,5993.0,2683.0,4.5,3.030887127,Generic
1956,Szechuan,560064,Chinese        ,   ,                       ,                            ,13.09958,77.57537,Lunch Dinner    ,9,5993.0,1732.0,4.0,3.056512117,Chinese
1957,Skillion Cafe,560045,Chinese Indian Thai      ,   ,                       ,                            ,13.040871,77.62082,Lunch Dinner    ,1,5993.0,2411.0,5.0,3.036907911,Indian
1958,Kerala Restaurant,560066,        ,   ,                       ,                            ,12.97633,77.71019,     ,2,5993.0,2599.0,4.5,3.032361269,Generic
1959,Cafe Azzure ( Airport Road ),562157,Italian Chinese       ,   ,                       ,Delivery Takeout Outdoor Seating Seating Parking Available Street Parking Television Highchairs Available Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards               ,13.058844,77.475266,Lunch Dinner Brunch   ,1,5993.0,3240.0,4.0,3.022420883,Chinese
1960,Frozen Bottle,560035,Cafe International       ,   ,                       ,                            ,12.91316,77.67967,Lunch Dinner    ,1,5993.0,2951.0,5.0,3.025823832,Cafe
1961,Meera Delicacy,560004,        ,   ,                       ,                            ,12.94554,77.5783,Lunch Dinner    ,12,5993.0,2612.0,3.5,3.032185078,Generic
1962,Biryani Mall,560084,        ,   ,                       ,                            ,13.15605,77.62761,     ,6,5993.0,2248.0,3.5,3.040838957,Generic
1963,The Tower Kitchen,560001,European        ,   ,                       ,Reservations                            ,12.96843,77.59477,Lunch Dinner    ,9,5993.0,2450.0,3.5,3.035784721,European
1964,Vande Matharam,,Chinese Indian Asian      ,Vegetarian Friendly   ,                       ,Reservations Seating Table Service                          ,12.98368,77.54885,Lunch Dinner    ,21,5993.0,5838.0,3.0,2.906394958,Indian
1965,Sri Krishna Sagar,560034,Indian Asian       ,   ,                       ,Delivery Takeout Seating                          ,12.93435,77.62362,Lunch     ,18,5993.0,3757.0,3.5,3.01650548,Indian
1966,Tea Trails - Brigade Road,560001,Italian Indian Cafe      ,   ,                       ,Delivery Outdoor Seating Seating Television Highchairs Available Free Wifi Accepts Credit Cards Table Service                     ,12.970546,77.60674,Breakfast Lunch Dinner Brunch Late Night ,2,5993.0,5933.0,2.5,2.796135187,Indian
1967,New Shanthi Sagar,560038,Chinese        ,   ,                       ,                            ,12.97829,77.63657,Breakfast Lunch Dinner   ,9,5993.0,2332.0,3.5,3.038445473,Chinese
1968,Peppermill restaurant,560009,Indian        ,   ,                       ,                            ,12.9804,77.57767,     ,3,5993.0,2569.0,4.0,3.033030033,Indian
1969,Indian Bistro,560092,        ,   ,                       ,Reservations                            ,13.058632,77.592926,     ,8,5993.0,1613.0,4.0,3.062188387,Generic
1970,Birbal Darbar,560035,        ,   ,                       ,                            ,12.92636,77.67696,     ,4,5993.0,4123.0,3.5,3.012606144,Generic
1971,Prem's Graama Bhojanam,560049,Indian        ,   ,                       ,                            ,12.92682,77.57814,     ,1,5993.0,3121.0,5.0,3.023834229,Indian
1972,Shanghai Bistro,560035,Chinese Thai Vietnamese      ,   ,                       ,Reservations                            ,12.907295,77.67559,     ,7,5993.0,2976.0,3.5,3.025477409,Chinese
1973,Richie Rich,,        ,   ,                       ,                            ,12.98116,77.57522,     ,3,5993.0,1983.0,4.5,3.047815561,Generic
1974,Blue Lagoon,560025,        ,   ,                       ,                            ,12.96578,77.60687,     ,2,5993.0,2972.0,4.5,3.025547266,Generic
1975,The Punjabi Rasoi,560032,Indian        ,   ,                       ,                            ,12.981223,77.640495,     ,6,5993.0,1955.0,4.0,3.048674107,Indian
1976,Cilantro,560034,Italian Asian       ,Vegetarian Friendly   ,Burger                       ,Reservations Seating Serves Alcohol Table Service                         ,12.935932,77.63133,Breakfast Lunch Dinner   ,27,5993.0,956.0,3.5,3.119950294,Asian
1977,F Cafe & Bar,560008,Italian American Indian Mediterranean Sushi    ,   ,                       ,                            ,12.969831,77.638374,Lunch Dinner    ,1,5993.0,2377.0,5.0,3.037426949,Indian
1978,Copper N Pepper,560102,        ,   ,                       ,                            ,12.908322,77.651505,     ,1,5993.0,2089.0,5.0,3.044715405,Generic
1979,"Waves Lounge, Bangalore",560079,Fusion        ,   ,                       ,                            ,12.98865,77.53764,Lunch Dinner    ,4,5993.0,2911.0,3.5,3.026230812,Fusion
1980,Sri Krishna Sweets,560004,Fast Food        ,   ,                       ,                            ,12.94177,77.57115,     ,10,5993.0,2013.0,4.0,3.046791315,Fast Food
1981,Kanti Sweets,560086,Cafe        ,   ,                       ,                            ,12.99749,77.54686,     ,6,5993.0,1755.0,4.5,3.055641651,Cafe
1982,Roti Satkar,560075,Indian Diner       ,   ,                       ,Takeout Reservations Seating Parking Available Street Parking Free off-street parking Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Credit Cards Family style Non-smoking restaurants                ,12.974116,77.6784,Breakfast Lunch Dinner Brunch  ,2,5993.0,5987.0,1.0,2.453425646,Indian
1983,Mr. Bojangles,560095,American Fast Food Diner      ,   ,                       ,Reservations Outdoor Seating Seating Serves Alcohol Full Bar Accepts Mastercard Accepts Visa Cash Only Free Wifi Accepts Credit Cards                   ,12.933566,77.62122,Lunch Dinner    ,3,5993.0,3161.0,4.0,3.023361206,American
1984,Talk Over Table,560075,        ,   ,                       ,                            ,12.97162,77.64428,     ,6,5993.0,2862.0,3.5,3.027108431,Generic
1985,Grubnomic,560034,        ,   ,                       ,                            ,12.9336,77.62691,Lunch Dinner    ,5,5993.0,2531.0,4.0,3.03361845,Generic
1986,Chocoberry,560078,Cafe        ,   ,                       ,                            ,12.90393,77.56201,     ,3,5993.0,1686.0,4.5,3.058197737,Cafe
1987,Udupi Nalapaka,560103,        ,   ,                       ,                            ,12.9264,77.67791,     ,3,5993.0,2193.0,4.5,3.041972399,Generic
1988,Priyadarshini Veg,562125,Indian        ,   ,                       ,                            ,12.87972,77.76087,     ,3,5993.0,3047.0,4.0,3.024683714,Indian
1989,Box8,560048,Indian Asian       ,Vegetarian Friendly   ,                       ,Delivery Takeout                           ,12.98458,77.70976,Dinner     ,17,5993.0,2551.0,3.5,3.033408403,Indian
1990,Zodiac,560066,        ,   ,                       ,Reservations                            ,12.98425,77.74919,     ,9,5993.0,2005.0,3.5,3.047269583,Generic
1991,Kamat Minerva,560002,Indian        ,Vegetarian Friendly Vegan Options  ,Thali Roti                      ,Takeout Seating                           ,12.96177,77.58426,Breakfast Lunch Dinner   ,23,5993.0,1137.0,3.5,3.095982313,Indian
1992,Kairali Restaurant,560093,Chinese        ,   ,                       ,                            ,12.99121,77.65708,     ,3,5993.0,5041.0,3.5,3.007822514,Chinese
1993,Chicken County,560009,Indian        ,Halal   ,                       ,Delivery Takeout Seating                          ,12.970793,77.59032,Lunch Dinner    ,27,5993.0,1535.0,3.5,3.065366268,Indian
1994,Kedia's Fun Food,560011,        ,   ,                       ,                            ,12.93048,77.5816,     ,3,5993.0,2422.0,4.0,3.03669548,Generic
1995,Pizza Hut,560001,Italian Pizza       ,   ,                       ,Seating                            ,12.97384,77.60755,Dinner     ,14,5993.0,1607.0,3.5,3.062445402,Italian
1996,WelcomeCafe Jacarnda,,Cafe        ,   ,                       ,                            ,12.96561,77.60242,     ,8,5993.0,804.0,5.0,3.141458511,Cafe
1997,Beijing Bites,560076,Chinese Asian Szechuan      ,   ,                       ,Table Service                            ,12.88998,77.59776,Lunch Dinner    ,12,5993.0,1271.0,4.0,3.082872391,Chinese
1998,Pai Vihar,560052,        ,   ,                       ,                            ,12.9833,77.5833,Breakfast Lunch Dinner   ,5,5993.0,2241.0,4.0,3.040994883,Generic
1999,Sri Venkateshwara Sweet Meat Stall,560094,Cafe        ,   ,                       ,                            ,12.92281,77.58679,     ,9,5993.0,1267.0,4.0,3.083135128,Cafe
2000,Secret Story Bar & Kitchen,560008,Indian        ,   ,                       ,                            ,12.97194,77.59369,     ,1,5993.0,3007.0,4.0,3.02512455,Indian
2002,BadeMiyan Kebabs,560010,Indian Middle Eastern       ,   ,                       ,Delivery Takeout Seating Parking Available                         ,13.011006,77.554634,Lunch Dinner    ,1,5993.0,4382.0,4.0,3.011040688,Indian
2003,Rich Grills Restaurant Mahalakshmi Layout,560096,Indian Barbecue Grill Street Food Arabic    ,   ,                       ,Delivery Takeout Reservations Outdoor Seating Buffet Private Dining Seating Street Parking Free off-street parking Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Drive Thru Family style Non-smoking restaurants Gift Cards Available          ,13.013957,77.54429,Lunch Dinner Brunch Late Night  ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Indian
